id_student,click_events
527102,202
527148,3336
527164,6095
527225,3474
527227,1117
527242,1226
527306,686
527313,53
527323,793
527343,30
527382,46
527393,815
527400,855
527427,329
527494,4156
527505,54
527533,484
527538,688
527565,1139
527574,
527580,1014
527601,673
527619,2037
527622,3601
527636,441
527659,63
527685,2527
527713,5545
527742,278
527744,2079
527747,858
527751,1046
527771,1148
527775,132
527789,80
527799,1071
527801,607
527826,7549
527886,960
527917,
527927,3052
527954,684
527958,366
527964,946
527980,1597
527991,852
528021,1423
528023,385
528034,1270
528056,43
528066,2173
528071,67
528075,3515
528083,1960
528161,264
528175,822
528184,2641
528204,33
528220,294
528250,512
528261,941
528264,91
528270,2058
528271,868
528290,658
528302,39
528330,9
528351,5019
528353,1197
528363,1193
528420,661
528424,951
528432,417
528464,251
528467,935
528506,2532
528509,5262
528515,1090
528517,3247
528535,304
528538,366
528551,1945
528559,2344
528642,
528649,391
528662,3221
528698,1997
528699,461
528700,216
528702,660
528713,1364
528734,7498
528782,1023
528822,24
528846,5430
528892,1343
528904,1278
528918,60
528923,1401
528961,31
528971,2120
528992,3147
528996,43
529000,28
529025,4359
529030,2038
529065,1335
529073,802
529078,2548
529097,3540
529153,206
529163,12
529174,329
529175,2763
529179,1
529190,2663
529197,2197
529201,1608
529211,216
529212,341
529226,483
529240,5094
529287,785
529297,1821
529304,
529309,2317
529349,7555
529366,4457
529381,1797
529383,202
529390,3
529404,1483
529412,756
529434,540
529438,188
529446,781
529452,947
529458,556
529486,4169
529490,851
529493,5946
529502,3139
529503,686
529509,248
529512,1263
529522,267
529525,84
529550,844
529561,2222
529563,1450
529565,2095
529566,1987
529567,1937
529569,3196
529572,74
529597,109
529644,2547
529670,2682
529684,
529689,
529693,3738
529723,3485
529760,189
529762,5079
529789,157
529795,115
529834,4776
529862,3763
529863,1139
529864,3142
529868,1230
529870,4031
529871,4949
529877,19
529885,3
529975,142
529991,5732
530021,598
530043,3310
530057,3730
530065,170
530087,1515
530112,3
530113,192
530148,1359
530153,404
530159,2249
530172,482
530196,4700
530226,362
530234,1289
530245,71
530266,103
530270,55
530296,4545
530344,6848
530360,1833
530398,5
530445,3325
530481,9
530487,1621
530493,183
530514,218
530519,334
530558,5017
530567,5266
530650,479
530663,1202
530669,2656
530676,499
530736,1547
530748,305
530753,240
530762,57
530765,623
530772,2709
530802,7107
530841,1731
530852,1583
530853,780
530862,4536
530936,251
530940,9159
530941,989
530944,3924
530967,614
530987,404
531000,8
531018,4593
531027,110
531047,2896
531069,1277
531075,848
531077,3922
531097,555
531124,1001
531182,2559
531190,2599
531202,4568
531205,85
531224,173
531234,1498
531235,36
531243,97
531270,8552
531294,3427
531340,490
531344,28
531377,105
531384,
531397,252
531402,1665
531427,105
531428,90
531448,1144
531450,1400
531464,102
531569,25
531573,143
531629,3711
531634,
531643,3134
531646,584
531709,3976
531753,1256
531755,242
531787,997
531791,2201
531845,352
531865,1167
531871,2118
531888,150
531894,2156
531896,955
531905,4895
531924,948
531953,12
532000,201
532020,2180
532034,142
532049,1775
532050,1524
532062,1723
532067,44
532114,80
532116,859
532121,4224
532140,281
532142,26
532144,538
532194,1374
532236,328
532252,18
532254,
532267,854
532274,325
532335,1993
532350,2437
532396,
532413,2237
532428,2128
532436,3646
532440,2275
532441,206
532464,399
532468,6
532473,
532477,4728
532491,3103
532500,460
532512,635
532531,634
532534,612
532565,4560
532575,468
532578,1883
532579,10168
532584,29
532589,2474
532608,8907
532615,601
532617,257
532627,3552
532648,323
532649,157
532665,144
532668,14
532683,47
532695,4207
532703,
532710,85
532715,3579
532718,
532739,221
532741,673
532742,8
532745,1806
532750,379
532779,1274
532839,1156
532846,1649
532855,1526
532859,176
532862,241
532863,458
532868,2775
532869,714
532886,577
532895,1033
532928,224
532941,67
532950,
532968,6045
532988,63
533004,987
533006,131
533012,503
533016,1518
533044,2758
533054,266
533068,398
533077,1035
533091,146
533134,3816
533140,1496
533141,265
533164,93
533172,2975
533198,1829
533201,2920
533209,829
533210,908
533217,2738
533291,1097
533301,165
533311,2006
533321,7325
533324,423
533347,433
533348,1409
533365,182
533414,34
533418,4263
533449,11
533458,2
533485,2068
533512,325
533522,657
533523,5521
533527,246
533535,5463
533545,641
533614,3723
533689,365
533697,322
533709,188
533722,570
533731,39
533737,6
533829,84
533839,433
533846,145
533874,592
533877,3427
533929,4537
533944,445
533969,72
533975,3071
533988,1625
533996,560
533997,1591
534014,1400
534018,472
534037,4328
534047,10
534051,294
534064,5540
534074,89
534086,540
534093,2947
534112,1336
534133,2003
534143,81
534151,90
534163,242
534201,1800
534203,1659
534234,2074
534251,190
534318,269
534323,500
534343,703
534346,628
534349,773
534360,160
534371,2901
534373,
534428,524
534431,5360
534432,381
534457,2312
534530,3
534588,114
534602,5237
534609,516
534647,560
534652,1253
534671,47
534672,369
534698,2497
534709,649
534715,493
534733,1465
534744,290
534750,3047
534765,532
534777,34
534784,
534792,6130
534816,198
534827,178
534854,2145
534856,2576
534884,177
534892,3966
534908,118
534910,777
534913,1331
534944,151
534946,265
534952,4868
534958,3257
534962,960
534983,383
534989,1753
534991,203
534998,1426
535012,540
535037,5492
535047,613
535052,2025
535077,1562
535131,2623
535140,753
535145,1794
535152,622
535155,302
535161,2005
535215,3247
535220,723
535228,46
535259,6968
535269,470
535276,286
535278,213
535324,571
535328,
535351,495
535379,377
535390,948
535396,252
535407,364
535424,1082
535460,1459
535462,38
535463,1087
535468,2205
535486,142
535506,598
535529,1399
535530,437
535542,749
535548,373
535605,6139
535618,37
535620,399
535628,2707
535632,620
535648,1583
535662,3506
535671,
535682,67
535707,1220
535747,63
535755,392
535760,326
535773,9162
535778,41
535789,23
535794,
535799,1936
535800,726
535804,
535807,339
535820,734
535831,3533
535833,274
535963,1518
535986,3263
535997,949
536032,576
536038,2029
536046,648
536050,55
536103,373
536112,943
536125,2645
536145,179
536147,
536170,8459
536178,7593
536188,443
536189,989
536199,445
536203,944
536205,165
536210,917
536214,3767
536243,22
536261,1118
536270,
536276,1729
536286,1103
536296,1054
536318,
536331,1105
536351,2666
536435,1332
536442,524
536452,287
536455,2961
536475,2210
536487,28
536503,82
536510,170
536519,142
536536,860
536556,4771
536591,3051
536593,3994
536629,313
536632,158
536636,621
536647,420
536649,434
536660,334
536663,89
536666,
536681,2001
536696,
536698,1210
536711,891
536722,500
536726,8214
536736,266
536767,67
536805,264
536825,126
536843,536
536852,445
536856,461
536900,143
536906,2101
536926,1874
536930,2598
536941,2544
536950,3543
536963,
536979,589
536984,2543
536992,324
536996,28
536999,296
537028,118
537077,179
537081,871
537115,
537133,2401
537138,2070
537139,672
537151,95
537162,4945
537171,551
537181,403
537193,2774
537194,4372
537255,5407
537259,647
537271,
537320,
537321,9
537322,6597
537328,2624
537335,1134
537342,1076
537373,1453
537392,417
537394,655
537414,394
537434,2895
537452,270
537463,204
537464,867
537473,1192
537488,3356
537515,2833
537558,658
537572,
537577,725
537603,3456
537605,37
537606,1122
537621,75
537622,3270
537640,
537645,4141
537652,
537654,2787
537656,5554
537658,970
537662,311
537670,642
537672,10364
537674,298
537676,40
537679,1405
537683,995
537687,
537688,576
537691,92
537698,899
537700,2338
537703,6746
537704,784
537747,1495
537756,563
537811,25159
537844,2239
537868,
537875,1290
537898,707
537905,1058
537918,94
537926,887
537929,2675
537938,1601
537942,3786
537955,3276
537962,794
537980,7640
537995,2710
538040,1346
538045,2480
538051,179
538069,126
538102,690
538131,359
538138,180
538196,362
538202,2836
538210,323
538211,140
538221,4842
538232,537
538251,1790
538611,1033
538701,933
538863,1253
538887,2421
538897,1240
538903,1115
538916,4582
538918,273
538941,2348
538942,832
538949,4830
538987,2123
539035,63
539043,190
539056,
539060,317
539063,1273
539066,734
539117,1996
539142,460
539186,721
539209,2664
539219,284
539232,247
539241,2421
539253,899
539262,564
539265,3259
539303,636
539308,4818
539328,8275
539332,
539345,275
539359,4651
539364,1958
539365,3663
539385,672
539401,
539408,375
539414,2
539416,128
539418,3874
539426,23
539436,1971
539440,14841
539444,6696
539451,
539468,72
539497,2216
539514,3919
539558,550
539572,485
539588,311
539622,1793
539635,1814
539643,911
539670,20
539675,116
539695,500
539710,21
539727,401
539737,165
539759,4214
539774,336
539775,42
539784,4174
539872,623
539886,723
539891,135
539894,282
539896,3185
539922,5885
539945,4646
539953,436
539962,
539963,4720
539971,348
539990,470
539994,1924
540005,5
540054,4527
540055,896
540147,2313
540155,1343
540160,6151
540184,13874
540207,795
540209,3770
540219,2561
540224,2948
540249,836
540293,457
540298,1383
540310,2406
540422,514
540503,2356
540509,2920
540511,1443
540513,462
540521,303
540530,219
540547,226
540549,1778
540558,2436
540568,574
540577,2661
540581,2489
540592,3180
540594,11
540602,406
540605,2350
540607,531
540614,1009
540637,1497
540656,387
540682,1997
540686,8751
540694,2779
540713,1196
540723,7400
540727,4811
540750,967
540758,4073
540759,751
540780,201
540787,109
540800,5269
540801,758
540806,3160
540821,1762
540826,511
540848,3944
540909,259
540918,152
540920,133
540937,1
540947,1777
540953,7
540997,1043
541000,858
541003,1884
541013,2463
541040,2492
541044,82
541048,154
541061,45
541073,880
541101,1275
541108,1092
541113,320
541123,28
541171,857
541174,828
541184,524
541196,172
541202,268
541228,807
541231,1561
541232,1713
541252,187
541260,23
541274,856
541281,631
541315,654
541327,336
541349,5034
541363,653
541369,76
541418,4823
541476,3176
541482,2806
541521,4247
541523,888
541531,1495
541532,3145
541538,786
541579,3220
541586,2555
541697,317
541702,523
541706,394
541708,2879
541727,92
541753,2754
541763,123
541764,333
541765,774
541768,3035
541769,1109
541774,60
541781,1550
541783,2058
541794,1511
541803,164
541808,172
541822,
541832,499
541838,48
541887,578
541890,343
541921,4932
541923,302
541973,336
541977,384
541985,13
541995,116
541999,208
542003,2560
542010,70
542012,96
542020,2367
542026,3619
542036,1042
542049,1775
542050,3286
542054,
542081,42
542084,673
542100,3390
542115,458
542134,87
542164,1246
542167,1255
542172,115
542180,1220
542202,4278
542205,
542259,634
542260,234
542279,2115
542287,3324
542291,385
542293,3059
542296,1330
542356,1670
542372,1392
542386,2609
542394,305
542396,82
542423,1032
542466,556
542472,7
542476,613
542506,7183
542524,1217
542536,2882
542543,177
542547,188
542550,
542557,
542558,1348
542562,1418
542574,475
542602,40
542613,1350
542635,5001
542646,4050
542653,6295
542657,1820
542663,400
542687,287
542692,24
542707,666
542745,423
542748,351
542987,3310
542991,226
543010,14696
543019,10020
543021,172
543054,785
543060,4418
543095,26
543113,
543124,1203
543140,826
543155,1115
543165,1381
543170,534
543180,721
543202,2607
543231,237
543279,191
543295,265
543340,3610
543351,544
543356,
543361,195
543383,31
543384,3150
543386,651
543408,85
543415,3114
543417,1119
543418,52
543421,
543428,2295
543432,1472
543436,1382
543439,1130
543446,22
543447,3326
543459,1008
543465,13
543473,1250
543474,245
543475,2748
543478,497
543481,1948
543482,574
543510,574
543533,376
543536,1011
543557,
543571,37
543573,
543576,18
543599,5947
543607,3415
543630,243
543643,5721
543648,1647
543653,198
543663,256
543678,789
543683,82
543686,7260
543719,628
543723,643
543749,
543756,2817
543763,1116
543785,2056
543788,4884
543789,2616
543798,2552
543818,610
543825,329
543853,1805
543860,3390
543910,572
543919,558
543924,239
543926,215
543931,1719
543948,6051
543953,
543963,15
543970,3562
543976,1153
544017,103
544021,3136
544031,101
544050,4
544052,4341
544053,1072
544055,6188
544063,171
544071,330
544090,4612
544091,
544092,3002
544098,1254
544103,2328
544108,855
544122,
544140,406
544141,1151
544155,255
544173,7719
544186,769
544195,574
544207,5318
544212,4687
544226,711
544249,1362
544253,2270
544267,4639
544271,3029
544279,14
544284,1143
544289,6735
544295,
544296,148
544307,2311
544313,4303
544319,42
544351,919
544352,70
544356,195
544367,18
544383,1598
544408,113
544430,
544444,
544455,3526
544467,1608
544479,6851
544490,963
544499,310
544500,408
544519,239
544530,4355
544532,417
544543,3768
544576,987
544587,1440
544593,2120
544594,7678
544603,1434
544612,1133
544615,305
544627,460
544632,
544639,82
544642,1254
544649,
544651,306
544697,
544720,277
544741,231
544745,3423
544791,925
544839,
544847,1906
544848,875
544850,9212
544859,674
544880,857
544881,1411
544890,316
544894,3496
544898,245
544907,1420
544930,322
544942,263
544943,193
544963,2523
544978,71
544982,401
544989,829
544991,1892
545041,212
545045,232
545048,2993
545072,42
545080,2106
545083,593
545093,
545115,820
545118,919
545119,5342
545124,21
545127,5
545146,231
545164,3060
545179,391
545191,1604
545196,1577
545200,226
545201,22
545211,985
545219,133
545223,4524
545229,5276
545245,2046
545254,306
545255,1524
545297,32
545298,168
545313,122
545337,136
545340,124
545376,212
545377,1639
545379,3864
545381,2
545384,186
545387,1154
545392,
545443,302
545462,5375
545480,777
545493,3259
545521,26
545565,129
545604,271
545637,3643
545658,580
545665,1551
545693,737
545697,1131
545702,219
545704,3997
545720,2061
545725,2402
545740,
545741,2619
545747,2359
545751,1607
545752,423
545758,
545769,1260
545785,414
545791,20
545803,444
545896,6
545909,
545916,1790
545918,278
545944,722
545951,671
545962,4494
545964,783
545991,439
545993,693
546000,1082
546019,170
546025,409
546040,255
546048,121
546052,495
546054,703
546065,2425
546071,6126
546074,2195
546089,820
546097,621
546136,308
546139,228
546141,148
546157,289
546164,381
546191,784
546192,524
546196,556
546202,839
546215,4506
546221,2444
546243,411
546250,284
546262,1130
546286,494
546293,123
546299,464
546302,12
546322,567
546329,1910
546333,3
546339,322
546348,4695
546394,204
546396,731
546400,54
546403,608
546407,3750
546408,769
546412,2438
546428,3185
546431,169
546439,1716
546455,27
546457,357
546464,7366
546480,2622
546500,809
546533,
546547,6278
546563,2334
546583,
546584,1823
546604,1529
546609,649
546627,2951
546632,1424
546634,289
546643,602
546645,3403
546654,2376
546675,1590
546681,
546682,4102
546685,1414
546722,1669
546724,696
546747,3
546749,1653
546754,17
546773,490
546780,1165
546804,428
546809,71
546811,142
546826,1660
546830,1393
546837,915
546843,310
546852,1047
546861,58
546862,4293
546868,534
546909,713
546912,2749
546921,519
546925,4352
546932,2409
546934,3570
546941,790
546947,1094
546953,1853
546958,218
546961,2511
547014,5532
547018,464
547128,4236
547153,2652
547154,3602
547155,223
547165,371
547173,1050
547192,561
547228,4150
547252,572
547259,1406
547267,30
547287,3092
547302,1649
547303,25
547311,
547332,2159
547334,54
547347,1765
547349,1895
547372,39
547378,189
547390,97
547393,3390
547399,2430
547400,1692
547403,982
547408,1483
547409,124
547413,4121
547424,2310
547427,569
547445,1424
547448,1740
547466,597
547486,343
547487,
547506,1935
547534,448
547556,268
547569,1219
547571,395
547581,6846
547584,471
547593,30
547609,17
547612,776
547620,310
547629,1616
547663,108
547666,402
547679,2481
547680,5479
547685,228
547689,1294
547690,1188
547697,229
547718,545
547737,1489
547755,
547757,1753
547773,2382
547784,2121
547786,
547787,9
547788,1297
547816,24
547841,957
547873,357
547876,299
547884,1741
547892,571
547897,93
547902,603
547903,7353
547953,1747
547979,
547986,1102
548027,2244
548043,129
548057,2130
548069,1875
548087,5878
548090,2975
548095,3322
548099,5844
548106,54
548120,804
548124,468
548132,433
548173,2065
548180,519
548190,883
548197,636
548219,5501
548241,501
548255,1875
548261,1159
548267,1201
548271,674
548275,905
548292,2311
548296,55
548301,1507
548307,196
548312,3999
548334,839
548344,53
548352,4155
548355,5
548371,
548383,115
548386,3645
548388,272
548403,55
548415,2801
548420,129
548424,6133
548439,714
548445,279
548459,
548473,1776
548486,99
548488,189
548500,545
548504,429
548508,4209
548509,2074
548521,5207
548535,1091
548547,2042
548573,3001
548578,667
548585,813
548602,942
548617,736
548642,299
548650,188
548666,
548677,4048
548679,
548693,126
548714,1006
548722,5941
548739,24
548741,180
548744,
548759,8269
548764,4017
548773,73
548791,448
548797,281
548800,81
548807,1120
548813,22
548819,15
548825,566
548831,
548834,1697
548838,378
548839,476
548843,971
548844,205
548851,331
548854,888
548857,3882
548861,2191
548869,545
548871,323
548872,62
548884,493
548885,483
548893,155
548899,386
548900,28
548921,418
548922,101
548924,263
548926,1724
548935,1363
548938,461
548948,523
548954,124
548959,
548969,623
548981,99
548992,437
548993,343
548994,1450
548996,2383
549009,58
549014,966
549032,
549038,2283
549047,598
549056,523
549065,9374
549078,335
549087,1
549093,255
549095,1833
549106,360
549113,976
549125,816
549129,322
549135,801
549139,68
549143,72
549149,
549156,21
549158,235
549160,208
549190,
549196,676
549204,119
549213,1011
549219,4043
549226,274
549239,4530
549261,556
549262,811
549278,22
549283,741
549288,54
549300,3023
549311,119
549321,3040
549334,77
549337,159
549343,6163
549354,154
549361,
549369,2659
549370,3630
549391,442
549397,4644
549401,388
549410,528
549420,5907
549424,1368
549439,1076
549445,889
549498,22
549504,1012
549505,27
549512,
549513,1266
549517,5404
549523,3071
549537,3072
549545,1601
549568,580
549575,30
549586,272
549590,127
549596,2433
549601,3166
549603,20
549622,2
549626,5010
549636,1071
549648,2034
549651,547
549670,92
549677,527
549681,2202
549684,2084
549687,909
549690,732
549698,1231
549706,4288
549710,1541
549713,75
549731,
549732,241
549745,290
549751,2633
549754,2074
549769,1483
549775,1483
549783,
549790,4118
549792,2549
549795,1841
549825,1525
549847,5034
549862,337
549872,1341
549873,420
549887,976
549888,696
549892,
549897,541
549898,2660
549904,6
549907,235
549909,787
549913,1515
549918,7195
549922,1881
549928,426
549951,516
549960,
549973,121
550003,309
550024,
550025,1948
550026,1307
550038,3682
550046,1067
550051,25
550059,1237
550064,1415
550077,5618
550081,961
550092,1992
550095,198
550097,2271
550098,1456
550106,1342
550123,4122
550142,1190
550163,77
550183,142
550197,163
550209,1203
550245,227
550246,418
550269,149
550272,2611
550278,415
550287,3947
550322,353
550331,
550342,2357
550348,330
550354,778
550357,1399
550358,275
550359,379
550371,283
550377,637
550380,
550381,1746
550383,910
550393,983
550400,3343
550403,1548
550412,198
550420,3884
550428,215
550429,3635
550435,1866
550470,5348
550477,537
550495,5344
550498,295
550515,809
550520,567
550521,28
550545,
550549,290
550556,4604
550559,
550573,1237
550597,
550604,2683
550610,18
550613,1110
550617,216
550638,849
550651,3192
550657,199
550662,157
550668,428
550702,1438
550703,6205
550707,664
550708,794
550711,461
550725,1175
550736,4783
550758,543
550762,1601
550763,7193
550777,344
550787,4599
550792,9265
550797,3947
550802,1877
550812,1154
550813,1671
550814,796
550853,5398
550865,1534
550866,1240
550867,450
550880,495
550893,830
550898,297
550903,8660
550909,1223
550921,4391
550923,279
550925,2560
550933,3387
550941,1630
550960,762
550961,376
550963,674
550974,116
551000,546
551017,665
551027,8008
551031,859
551032,676
551052,305
551053,740
551058,5864
551061,397
551080,1349
551109,108
551115,2571
551117,188
551126,1709
551129,137
551134,295
551136,11
551137,43
551142,
551156,1
551158,2123
551169,2394
551171,1131
551172,128
551182,1670
551183,872
551190,70
551205,120
551212,3640
551214,1150
551219,791
551220,243
551234,8226
551237,
551242,1770
551245,4328
551252,1094
551258,2765
551267,1489
551274,6
551276,38
551277,1052
551282,552
551287,306
551299,1236
551304,2626
551311,2979
551332,1090
551334,2803
551340,61
551347,563
551354,
551375,3597
551389,712
551397,
551399,1746
551427,181
551430,433
551440,74
551456,357
551478,1418
551480,526
551482,15
551487,732
551495,1738
551515,1088
551528,2574
551545,101
551550,3014
551557,
551562,165
551573,1920
551576,1175
551583,3260
551589,162
551595,148
551602,2894
551604,967
551628,40
551636,20
551655,94
551666,629
551674,244
551688,1687
551702,269
551706,402
551714,507
551715,3286
551716,730
551718,868
551730,857
551745,322
551759,5
551760,809
551764,109
551770,450
551772,519
551774,148
551791,2051
551796,3430
551802,487
551805,1740
551812,4699
551814,670
551836,471
551856,621
551886,2290
551895,558
551902,1713
551906,1165
551922,
551938,
551953,199
551954,1156
551979,40
551985,1
552003,1917
552007,516
552017,1184
552025,441
552030,40
552039,880
552057,
552067,1317
552069,
552104,5671
552110,2073
552114,1603
552116,623
552135,
552142,1411
552166,1942
552173,5964
552177,29
552192,10
552205,1046
552220,
552222,274
552234,906
552255,414
552273,719
552282,446
552284,
552313,1569
552320,1406
552327,120
552339,2461
552374,2495
552395,2839
552399,969
552441,7061
552450,3692
552475,170
552485,514
552486,608
552491,2764
552498,716
552509,262
552515,93
552535,191
552537,237
552560,193
552567,
552580,333
552590,252
552622,2518
552635,1432
552640,1
552648,4161
552656,1008
552661,2143
552666,394
552667,626
552698,640
552701,458
552708,4560
552718,232
552719,3
552721,2748
552740,490
552747,4277
552749,522
552750,486
552789,
552795,1767
552822,1019
552824,30
552826,566
552832,65
552834,1670
552859,407
552865,2
552883,54
552894,962
552896,
552898,601
552902,500
552908,431
552913,
552914,2504
552921,1417
552929,1108
552955,356
552965,11407
552987,4506
552991,282
552999,497
553000,35
553017,2818
553021,
553031,4217
553032,839
553047,1373
553078,275
553100,4346
553104,2349
553125,1390
553155,2678
553160,2771
553170,152
553187,2702
553196,40
553220,4483
553253,61
553262,15858
553275,660
553280,1810
553283,2166
553284,5283
553301,4055
553320,
553321,981
553325,4256
553353,26
553364,2887
553367,1283
553382,5393
553394,3297
553404,174
553410,257
553425,1765
553427,2281
553437,59
553442,673
553443,45
553462,169
553487,532
553490,129
553500,3832
553502,6358
553508,210
553520,192
553528,2405
553568,924
553572,797
553575,2732
553576,92
553599,3862
553627,41
553643,311
553649,3112
553655,5280
553716,
553719,2753
553727,2021
553729,168
553733,159
553741,637
553753,112
553755,327
553763,95
553781,7026
553800,133
553807,773
553808,778
553813,3906
553825,
553831,3673
553832,761
553834,1186
553840,790
553841,424
553856,1113
553864,128
553878,1978
553893,25
553938,15
553943,373
553963,3314
553964,2156
554004,948
554038,5512
554044,3885
554045,323
554048,1130
554052,3159
554063,3812
554065,2955
554068,560
554083,840
554132,471
554139,56
554141,244
554152,116
554161,1714
554166,1689
554174,1360
554193,1519
554203,330
554205,7109
554206,621
554215,24
554226,1739
554235,1505
554236,3008
554243,621
554245,1387
554256,2549
554257,2742
554266,419
554276,249
554283,676
554289,3314
554294,118
554295,370
554297,201
554300,844
554314,603
554331,7123
554336,739
554344,662
554352,949
554356,3154
554365,810
554372,7110
554374,195
554393,21
554407,18
554435,5293
554444,210
554446,1738
554459,1581
554470,4645
554476,4029
554482,6
554484,1435
554512,235
554525,3690
554540,834
554545,510
554551,586
554558,7222
554574,1950
554580,
554583,2667
554585,45
554586,3348
554587,68
554588,1636
554592,4911
554599,301
554608,1227
554620,2302
554637,
554664,2619
554691,4069
554712,494
554729,63
554746,468
554748,8209
554761,2980
554766,1
554773,641
554783,804
554795,487
554813,5460
554818,17
554830,603
554846,9049
554852,8277
554863,720
554870,1196
554881,2817
554885,544
554888,374
554894,2732
554898,472
554908,4105
554919,1770
554923,1850
554930,603
554940,
554946,205
554951,972
554967,529
554969,
554986,740
554988,311
554995,3659
554998,548
554999,286
555008,754
555015,1065
555022,2644
555035,77
555049,5280
555051,142
555059,1037
555061,60
555086,719
555102,140
555132,611
555137,81
555144,3984
555148,96
555151,129
555157,65
555168,49
555178,
555228,1751
555239,2956
555250,2466
555263,
555297,155
555309,1915
555316,449
555346,798
555349,1893
555360,254
555368,398
555407,288
555408,614
555414,747
555422,93
555428,148
555440,4874
555444,3940
555446,800
555447,1091
555497,175
555498,7576
555503,4532
555539,
555552,33
555603,13
555604,1310
555609,427
555614,
555619,
555627,
555644,256
555653,152
555667,700
555670,1227
555672,1104
555673,3550
555674,1024
555675,1730
555691,1629
555695,1009
555706,1982
555709,1114
555720,8
555721,1468
555740,847
555747,2397
555749,657
555756,1514
555760,625
555765,310
555772,582
555786,1128
555791,581
555827,333
555837,9420
555838,687
555855,7834
555860,249
555880,199
555884,1518
555895,932
555902,89
555909,165
555929,2150
555930,
555935,150
555946,474
555953,187
555989,1198
555994,324
556004,1812
556007,112
556012,298
556022,5947
556030,303
556042,
556052,56
556057,805
556062,61
556077,149
556082,2214
556089,375
556093,386
556109,3768
556121,1501
556126,4003
556133,4630
556138,259
556140,2785
556153,442
556165,1698
556170,46
556171,145
556175,225
556177,1372
556185,1156
556210,6942
556211,2392
556228,1181
556231,1289
556246,2000
556251,3109
556284,381
556290,
556292,1171
556295,4416
556301,696
556302,4003
556308,1329
556318,75
556337,2658
556349,259
556351,2031
556354,917
556360,1047
556362,2792
556369,413
556370,950
556373,1317
556374,992
556389,836
556391,
556404,1410
556406,741
556408,192
556416,1277
556427,141
556429,5899
556440,5665
556450,117
556463,
556476,933
556481,7
556489,96
556492,5171
556498,2370
556502,1897
556509,380
556514,1595
556520,1653
556521,1609
556523,452
556539,
556540,8103
556542,644
556553,598
556567,2116
556568,136
556575,1722
556584,
556587,561
556592,377
556605,257
556637,
556639,2322
556644,1689
556645,5713
556646,3992
556648,242
556659,6825
556660,2620
556692,493
556709,1651
556713,23
556721,1248
556738,60
556739,65
556742,41
556751,256
556756,273
556774,1306
556780,3233
556783,12143
556785,1839
556788,5
556824,1005
556835,
556840,374
556853,195
556858,818
556860,1977
556863,917
556865,579
556871,1198
556876,530
556877,2481
556878,
556880,1575
556882,405
556883,549
556887,364
556892,1934
556898,14172
556911,
556918,3809
556924,5361
556931,3356
556934,975
556945,4920
556959,1146
556970,499
556972,651
556986,228
556987,534
556988,129
556990,491
556992,439
556997,582
556999,320
557005,105
557006,235
557012,4782
557020,8826
557024,792
557029,133
557031,23
557032,2722
557040,474
557044,3259
557045,
557053,6984
557054,2361
557057,1426
557060,1134
557083,89
557085,8746
557089,82
557129,1047
557145,386
557147,859
557172,28
557177,2471
557203,304
557220,801
557229,3993
557232,1529
557237,2107
557247,576
557285,1157
557290,3124
557308,691
557314,3003
557320,4
557325,619
557345,9394
557351,718
557358,1534
557385,2541
557388,6178
557389,4295
557395,3485
557404,1441
557415,1539
557432,1014
557445,10207
557451,613
557467,426
557469,1803
557474,703
557477,549
557481,1995
557490,425
557504,68
557528,1052
557542,580
557545,2988
557586,1909
557594,476
557608,264
557622,1668
557650,8350
557652,836
557655,3265
557661,1438
557694,2868
557700,7511
557708,151
557709,223
557710,15300
557735,2986
557742,2737
557751,749
557752,194
557758,13144
557764,1923
557766,809
557773,1415
557775,1664
557787,1394
557792,472
557811,3385
557826,1212
557827,705
557830,946
557840,6408
557846,765
557850,716
557877,1699
557891,4236
557894,356
557908,878
557911,1382
557924,5329
557935,270
557938,15
557959,592
557968,468
557979,191
557995,655
558018,7291
558021,1290
558024,400
558029,4219
558035,434
558040,388
558042,
558044,3346
558052,43
558054,1964
558066,431
558068,449
558075,403
558084,1994
558090,273
558092,276
558098,3580
558099,994
558104,5625
558105,2788
558113,1104
558114,306
558121,3047
558122,289
558123,53
558134,45
558140,261
558146,1
558153,482
558163,92
558168,225
558200,3344
558205,1960
558208,13258
558224,1550
558244,3061
558247,399
558250,2764
558262,425
558280,1770
558284,784
558290,9578
558292,700
558301,924
558308,439
558309,16
558317,42
558324,
558333,106
558342,385
558345,11272
558373,
558404,275
558415,1031
558435,948
558440,3097
558444,
558463,1823
558471,663
558484,6286
558486,623
558488,436
558489,1815
558492,14
558503,2899
558509,1326
558518,539
558533,484
558558,7810
558595,286
558597,4443
558602,24
558610,1788
558616,2026
558622,2478
558626,132
558628,8738
558629,1422
558635,3076
558645,1711
558654,55
558661,242
558662,592
558678,2430
558689,397
558692,1485
558701,
558703,191
558705,328
558747,2230
558755,100
558760,1144
558764,3750
558765,917
558769,1267
558770,3055
558772,3762
558776,343
558779,85
558787,1513
558801,5924
558806,993
558807,1448
558809,1474
558817,
558820,1008
558829,809
558837,682
558839,2479
558851,6419
558854,1055
558893,5557
558903,144
558907,4468
558909,57
558914,4716
558915,6336
558921,804
558948,533
558955,415
558962,562
558963,2254
558965,1384
558970,4663
558983,1161
559004,2554
559011,154
559019,16
559031,555
559058,7082
559062,497
559067,401
559081,816
559090,13
559096,728
559113,317
559123,451
559139,138
559140,1783
559155,10858
559157,683
559168,247
559173,96
559180,628
