,id_student,gender,region,highest_education,age_band,disability,final_result,score
4725,624011,F,South West Region,HE Qualification,0-35,N,Pass,81
4726,624046,F,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,72
4727,624069,F,South Region,A Level or Equivalent,0-35,N,Pass,90
4728,624196,F,Scotland,Lower Than A Level,0-35,N,Pass,87
4729,624306,F,East Midlands Region,Lower Than A Level,0-35,N,Pass,84
4730,624350,F,East Midlands Region,Lower Than A Level,0-35,N,Withdrawn,52
4731,624406,F,South Region,Lower Than A Level,35-55,N,Distinction,96
4732,624415,F,London Region,Lower Than A Level,35-55,N,Pass,72
4733,624514,F,South West Region,A Level or Equivalent,35-55,N,Withdrawn,69
4734,624544,F,North Western Region,A Level or Equivalent,0-35,Y,Withdrawn,63
4735,624567,F,Ireland,A Level or Equivalent,0-35,N,Fail,77
4736,624592,F,West Midlands Region,Lower Than A Level,35-55,N,Pass,69
4737,624598,F,Scotland,HE Qualification,0-35,N,Fail,74
4738,624604,F,Scotland,A Level or Equivalent,35-55,N,Fail,68
4739,624653,F,East Anglian Region,A Level or Equivalent,35-55,N,Pass,87
4740,624661,F,Ireland,Lower Than A Level,0-35,Y,Pass,83
4741,624673,F,North Western Region,Lower Than A Level,0-35,N,Withdrawn,81
4742,624677,F,London Region,A Level or Equivalent,0-35,N,Fail,43
4743,624704,F,East Midlands Region,Lower Than A Level,0-35,N,Fail,71
4744,624734,F,East Anglian Region,A Level or Equivalent,0-35,N,Withdrawn,86
4745,624738,M,Yorkshire Region,Lower Than A Level,0-35,N,Pass,80
4746,624799,M,South Region,A Level or Equivalent,0-35,Y,Fail,79
4747,624847,F,North Western Region,A Level or Equivalent,35-55,N,Pass,75
4748,624879,F,North Western Region,A Level or Equivalent,35-55,Y,Withdrawn,83
4749,624972,F,South Region,Lower Than A Level,35-55,N,Pass,73
4750,624997,F,East Midlands Region,A Level or Equivalent,35-55,N,Pass,80
4751,625021,F,South Region,Lower Than A Level,35-55,N,Pass,86
4752,625024,F,South Region,Lower Than A Level,35-55,N,Pass,89
4753,625071,F,East Anglian Region,A Level or Equivalent,0-35,N,Pass,82
4754,625087,F,Scotland,HE Qualification,0-35,N,Fail,73
4755,625094,M,West Midlands Region,A Level or Equivalent,0-35,N,Pass,88
4756,625124,F,Wales,A Level or Equivalent,0-35,N,Fail,71
4757,625167,F,Wales,Lower Than A Level,0-35,N,Pass,61
4758,625180,F,South Region,HE Qualification,0-35,N,Fail,50
4759,625185,F,East Midlands Region,A Level or Equivalent,0-35,N,Pass,92
4760,625214,F,East Midlands Region,Lower Than A Level,0-35,N,Withdrawn,69
4761,625249,F,East Anglian Region,Lower Than A Level,0-35,N,Pass,67
4762,625251,F,North Western Region,Lower Than A Level,0-35,N,Pass,83
4763,625295,M,North Western Region,A Level or Equivalent,0-35,N,Fail,76
4764,625301,F,North Western Region,HE Qualification,0-35,N,Fail,50
4765,625383,F,South West Region,Lower Than A Level,0-35,N,Pass,79
4766,625390,F,South East Region,A Level or Equivalent,0-35,N,Pass,80
4767,625444,F,East Anglian Region,A Level or Equivalent,0-35,N,Pass,88
4768,625477,F,South East Region,A Level or Equivalent,0-35,N,Distinction,87
4769,625514,M,East Anglian Region,HE Qualification,0-35,N,Pass,77
4770,625578,F,East Midlands Region,Lower Than A Level,35-55,N,Withdrawn,83
4771,625713,F,South East Region,Lower Than A Level,35-55,N,Fail,64
4772,625724,M,Scotland,HE Qualification,0-35,N,Pass,84
4773,625768,F,East Midlands Region,Lower Than A Level,0-35,N,Fail,67
4774,625816,F,London Region,A Level or Equivalent,35-55,N,Pass,73
4775,625833,F,East Anglian Region,No Formal quals,0-35,N,Distinction,88
4776,625853,F,East Anglian Region,A Level or Equivalent,0-35,N,Fail,63
4777,625857,F,Yorkshire Region,Lower Than A Level,0-35,N,Withdrawn,85
4778,625879,F,Yorkshire Region,A Level or Equivalent,0-35,N,Fail,73
4779,625919,F,Yorkshire Region,A Level or Equivalent,0-35,N,Distinction,89
4780,626046,F,Yorkshire Region,Lower Than A Level,35-55,N,Distinction,83
4781,626123,F,South West Region,Lower Than A Level,0-35,Y,Distinction,88
4782,626126,F,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,86
4783,626138,F,East Anglian Region,Lower Than A Level,35-55,N,Pass,91
4784,626164,F,West Midlands Region,Lower Than A Level,0-35,N,Pass,81
4785,626245,F,London Region,Lower Than A Level,0-35,N,Pass,81
4786,626254,F,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,71
4787,626297,F,South Region,Lower Than A Level,35-55,N,Fail,72
4788,626352,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,70
4789,626365,F,Wales,A Level or Equivalent,0-35,N,Pass,84
4790,626386,F,East Midlands Region,Lower Than A Level,0-35,Y,Withdrawn,93
4791,626386,F,East Midlands Region,Lower Than A Level,0-35,Y,Withdrawn,93
4792,626428,F,Wales,Lower Than A Level,0-35,N,Fail,71
4793,626442,F,South Region,Lower Than A Level,0-35,N,Fail,42
4794,626491,F,North Region,A Level or Equivalent,35-55,N,Distinction,89
4795,626555,M,West Midlands Region,Lower Than A Level,0-35,N,Pass,88
4796,626604,M,South Region,A Level or Equivalent,0-35,N,Pass,83
4797,626642,F,East Midlands Region,A Level or Equivalent,0-35,N,Pass,81
4798,626750,F,East Anglian Region,Lower Than A Level,0-35,N,Fail,77
4799,626841,F,South East Region,A Level or Equivalent,35-55,N,Distinction,92
4800,626843,F,London Region,A Level or Equivalent,0-35,N,Pass,74
4801,626917,F,North Region,A Level or Equivalent,0-35,N,Fail,50
4802,626928,F,South West Region,A Level or Equivalent,35-55,N,Pass,62
4803,626951,F,Wales,A Level or Equivalent,35-55,N,Pass,81
4804,626966,F,North Western Region,Lower Than A Level,35-55,N,Distinction,83
4805,627000,F,North Western Region,A Level or Equivalent,0-35,N,Fail,60
4806,627027,F,West Midlands Region,Lower Than A Level,0-35,N,Pass,87
4807,627115,F,Yorkshire Region,A Level or Equivalent,35-55,N,Distinction,79
4808,627118,F,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,85
4809,627179,M,London Region,Lower Than A Level,35-55,N,Fail,73
4810,627185,F,Wales,Lower Than A Level,35-55,N,Pass,82
4811,627190,F,Scotland,A Level or Equivalent,35-55,N,Pass,88
4812,627244,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,89
4813,627270,F,Ireland,A Level or Equivalent,0-35,N,Distinction,95
4814,627285,F,Scotland,A Level or Equivalent,0-35,N,Pass,84
4815,627321,F,London Region,HE Qualification,35-55,N,Fail,60
4816,627380,F,East Anglian Region,A Level or Equivalent,0-35,N,Pass,83
4817,627388,F,South East Region,A Level or Equivalent,0-35,N,Distinction,81
4818,627403,F,South Region,A Level or Equivalent,0-35,Y,Fail,88
4819,627427,F,East Midlands Region,Lower Than A Level,0-35,N,Withdrawn,32
4820,627509,F,Wales,A Level or Equivalent,0-35,N,Pass,83
4821,627549,F,South East Region,A Level or Equivalent,0-35,N,Distinction,90
4822,627550,F,London Region,No Formal quals,0-35,N,Pass,71
4823,627613,M,North Western Region,Lower Than A Level,0-35,N,Fail,83
4824,627647,F,South East Region,A Level or Equivalent,0-35,N,Pass,90
4825,627659,F,Wales,A Level or Equivalent,0-35,N,Pass,59
4826,627680,F,East Anglian Region,Lower Than A Level,35-55,Y,Withdrawn,65
4827,627685,F,London Region,A Level or Equivalent,0-35,N,Pass,80
4828,627777,F,Yorkshire Region,Lower Than A Level,35-55,N,Pass,69
4829,627948,F,London Region,A Level or Equivalent,0-35,N,Fail,59
4830,628006,F,North Region,A Level or Equivalent,0-35,N,Pass,84
4831,628119,F,Ireland,A Level or Equivalent,35-55,N,Fail,85
4832,628176,F,Scotland,HE Qualification,35-55,N,Pass,68
4833,628178,F,Scotland,HE Qualification,35-55,N,Distinction,88
4834,628180,F,Scotland,A Level or Equivalent,35-55,N,Pass,81
4835,628181,F,East Midlands Region,A Level or Equivalent,35-55,N,Pass,77
4836,628183,F,Scotland,A Level or Equivalent,35-55,N,Fail,76
4837,628190,F,Scotland,Lower Than A Level,35-55,N,Pass,87
4838,628287,F,East Midlands Region,A Level or Equivalent,35-55,N,Fail,78
4839,628301,F,Yorkshire Region,Lower Than A Level,0-35,N,Distinction,86
4840,628328,F,Wales,Lower Than A Level,0-35,N,Pass,86
4841,628329,M,Yorkshire Region,A Level or Equivalent,0-35,N,Fail,48
4842,628379,F,South Region,Lower Than A Level,35-55,N,Fail,83
4843,628389,F,East Anglian Region,HE Qualification,0-35,N,Distinction,82
4844,628411,F,West Midlands Region,HE Qualification,0-35,N,Fail,68
4845,628423,F,Wales,A Level or Equivalent,0-35,N,Distinction,82
4846,628442,F,East Midlands Region,Lower Than A Level,0-35,N,Withdrawn,74
4847,628511,F,North Western Region,A Level or Equivalent,0-35,N,Fail,78
4848,628516,M,Scotland,Lower Than A Level,35-55,N,Distinction,81
4849,628525,F,London Region,Lower Than A Level,0-35,N,Fail,74
4850,628580,F,North Western Region,HE Qualification,0-35,Y,Distinction,91
4851,628586,F,London Region,No Formal quals,35-55,N,Fail,79
4852,628616,F,East Midlands Region,A Level or Equivalent,35-55,N,Distinction,93
4853,628635,F,Scotland,Lower Than A Level,0-35,N,Pass,75
4854,628655,F,West Midlands Region,A Level or Equivalent,0-35,N,Fail,59
4855,628751,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,87
4856,628827,F,North Western Region,A Level or Equivalent,0-35,Y,Fail,80
4857,628903,F,East Midlands Region,Lower Than A Level,0-35,N,Fail,56
4858,628941,M,Scotland,Lower Than A Level,35-55,N,Pass,87
4859,628954,F,South Region,Lower Than A Level,0-35,N,Pass,68
4860,628970,F,London Region,Lower Than A Level,0-35,N,Withdrawn,57
4861,628982,F,Wales,HE Qualification,0-35,N,Fail,71
4862,629026,F,Scotland,HE Qualification,0-35,N,Pass,81
4863,629029,M,West Midlands Region,Lower Than A Level,35-55,N,Withdrawn,55
4864,629029,M,West Midlands Region,Lower Than A Level,35-55,N,Fail,55
4865,629037,F,Scotland,HE Qualification,35-55,N,Pass,82
4866,629040,F,South Region,A Level or Equivalent,0-35,N,Withdrawn,81
4867,629044,F,London Region,A Level or Equivalent,0-35,N,Fail,69
4868,629060,F,East Anglian Region,A Level or Equivalent,0-35,N,Pass,78
4869,629088,M,East Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,64
4870,629094,F,Yorkshire Region,Lower Than A Level,35-55,N,Fail,72
4871,629103,F,East Anglian Region,A Level or Equivalent,0-35,N,Fail,78
4872,629159,F,Scotland,Lower Than A Level,0-35,N,Fail,59
4873,629240,F,South Region,Lower Than A Level,0-35,N,Pass,61
4874,629274,F,South East Region,A Level or Equivalent,0-35,N,Pass,90
4875,629424,F,Wales,Lower Than A Level,0-35,N,Withdrawn,67
4876,629461,F,Scotland,A Level or Equivalent,35-55,N,Fail,73
4877,629462,F,South East Region,Lower Than A Level,0-35,N,Withdrawn,82
4878,629490,F,Scotland,Lower Than A Level,0-35,N,Fail,76
4879,629504,M,Wales,Lower Than A Level,0-35,N,Pass,91
4880,629507,F,Wales,A Level or Equivalent,0-35,N,Pass,86
4881,629554,F,Yorkshire Region,A Level or Equivalent,0-35,N,Fail,69
4882,629619,F,South Region,A Level or Equivalent,0-35,N,Pass,85
4883,629736,M,North Western Region,A Level or Equivalent,0-35,N,Withdrawn,78
4884,629736,M,North Western Region,A Level or Equivalent,0-35,N,Pass,78
4885,629835,M,Wales,Lower Than A Level,0-35,N,Pass,77
4886,629870,F,East Anglian Region,A Level or Equivalent,0-35,N,Fail,54
4887,629886,F,Scotland,Lower Than A Level,35-55,N,Pass,80
4888,629891,F,South West Region,A Level or Equivalent,0-35,N,Distinction,89
4889,629923,F,East Anglian Region,Lower Than A Level,0-35,N,Fail,69
4890,629976,F,Scotland,HE Qualification,0-35,N,Withdrawn,76
4891,630028,F,London Region,A Level or Equivalent,35-55,N,Pass,83
4892,630029,M,London Region,HE Qualification,0-35,N,Pass,76
4893,630030,F,West Midlands Region,Lower Than A Level,0-35,N,Pass,74
4894,630052,F,West Midlands Region,Lower Than A Level,0-35,N,Distinction,90
4895,630053,F,East Midlands Region,Lower Than A Level,0-35,N,Pass,88
4896,630090,F,Wales,Lower Than A Level,0-35,Y,Fail,73
4897,630147,F,Scotland,Lower Than A Level,35-55,N,Fail,88
4898,630260,M,South East Region,Lower Than A Level,0-35,N,Fail,78
4899,630315,F,Wales,No Formal quals,35-55,N,Pass,84
4900,630333,F,East Anglian Region,A Level or Equivalent,0-35,N,Pass,79
4901,630345,F,South West Region,Lower Than A Level,0-35,Y,Fail,74
4902,630372,F,Scotland,A Level or Equivalent,35-55,N,Pass,85
4903,630393,F,Scotland,HE Qualification,35-55,N,Distinction,88
4904,630415,F,East Anglian Region,Lower Than A Level,0-35,N,Pass,81
4905,630443,F,West Midlands Region,A Level or Equivalent,0-35,Y,Pass,87
4906,630451,F,East Midlands Region,A Level or Equivalent,35-55,N,Distinction,81
4907,630476,F,North Western Region,Lower Than A Level,35-55,Y,Withdrawn,61
4908,630497,F,East Midlands Region,A Level or Equivalent,0-35,N,Fail,40
4909,630549,F,West Midlands Region,A Level or Equivalent,0-35,N,Fail,65
4910,630561,F,South West Region,A Level or Equivalent,0-35,N,Pass,82
4911,630586,F,West Midlands Region,A Level or Equivalent,0-35,Y,Fail,56
4912,630608,F,West Midlands Region,A Level or Equivalent,35-55,N,Pass,92
4913,630718,F,West Midlands Region,Lower Than A Level,0-35,N,Pass,91
4914,630736,F,West Midlands Region,Lower Than A Level,0-35,N,Pass,77
4915,630763,F,South East Region,Lower Than A Level,0-35,N,Pass,67
4916,630778,F,Wales,A Level or Equivalent,35-55,N,Pass,76
4917,630794,F,Scotland,Lower Than A Level,35-55,N,Fail,72
4918,630823,F,Scotland,A Level or Equivalent,0-35,N,Pass,84
4919,630833,F,West Midlands Region,Lower Than A Level,0-35,N,Fail,81
4920,630876,F,Scotland,Lower Than A Level,35-55,N,Pass,84
4921,630944,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,80
4922,630999,F,South West Region,A Level or Equivalent,0-35,N,Withdrawn,54
4923,631031,F,Scotland,HE Qualification,35-55,N,Withdrawn,75
4924,631081,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,76
4925,631086,F,East Midlands Region,A Level or Equivalent,0-35,N,Fail,82
4926,631108,F,South East Region,Lower Than A Level,35-55,N,Pass,95
4927,631109,F,East Anglian Region,No Formal quals,0-35,N,Pass,85
4928,631132,F,East Midlands Region,Lower Than A Level,0-35,Y,Fail,68
4929,631225,M,South East Region,A Level or Equivalent,0-35,N,Pass,82
4930,631341,F,West Midlands Region,A Level or Equivalent,0-35,N,Fail,74
4931,631354,F,South West Region,A Level or Equivalent,0-35,N,Withdrawn,83
4932,631384,F,East Midlands Region,No Formal quals,0-35,N,Pass,80
4933,631422,F,Scotland,Lower Than A Level,35-55,N,Withdrawn,84
4934,631441,F,North Western Region,Lower Than A Level,35-55,N,Distinction,92
4935,631442,M,South Region,Lower Than A Level,0-35,Y,Fail,88
4936,631444,F,Wales,A Level or Equivalent,0-35,N,Withdrawn,71
4937,631445,F,Wales,Lower Than A Level,35-55,N,Pass,65
4938,631492,F,South East Region,HE Qualification,0-35,N,Pass,73
4939,631515,F,South Region,A Level or Equivalent,35-55,N,Pass,81
4940,631530,F,East Midlands Region,Lower Than A Level,0-35,N,Pass,63
4941,631561,F,West Midlands Region,A Level or Equivalent,0-35,Y,Withdrawn,57
4942,631561,F,West Midlands Region,A Level or Equivalent,0-35,Y,Fail,57
4943,631563,F,East Midlands Region,A Level or Equivalent,0-35,Y,Fail,84
4944,631610,F,East Midlands Region,A Level or Equivalent,35-55,N,Withdrawn,81
4945,631613,F,London Region,Lower Than A Level,35-55,N,Pass,78
4946,631650,M,South East Region,A Level or Equivalent,35-55,N,Fail,84
4947,631679,F,Wales,HE Qualification,35-55,N,Distinction,93
4948,631724,F,South Region,A Level or Equivalent,0-35,N,Pass,93
4949,631766,F,Scotland,A Level or Equivalent,0-35,N,Pass,92
4950,631777,F,South West Region,Lower Than A Level,35-55,N,Distinction,93
4951,631848,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,82
4952,632084,F,West Midlands Region,A Level or Equivalent,0-35,N,Distinction,89
4953,632113,F,North Western Region,Lower Than A Level,0-35,N,Fail,87
4954,632148,F,West Midlands Region,A Level or Equivalent,0-35,Y,Fail,82
4955,632181,F,East Anglian Region,A Level or Equivalent,0-35,N,Withdrawn,80
4956,632231,F,London Region,Lower Than A Level,0-35,N,Fail,70
4957,632254,F,South East Region,A Level or Equivalent,0-35,N,Pass,85
4958,632302,F,London Region,A Level or Equivalent,35-55,Y,Pass,75
4959,632447,F,East Anglian Region,Lower Than A Level,0-35,N,Withdrawn,66
4960,632454,F,North Western Region,A Level or Equivalent,0-35,N,Pass,81
4961,632470,F,South Region,Lower Than A Level,0-35,N,Fail,57
4962,632503,F,South East Region,Lower Than A Level,0-35,N,Distinction,94
4963,632536,F,London Region,A Level or Equivalent,0-35,N,Fail,88
4964,632547,F,East Anglian Region,A Level or Equivalent,0-35,N,Fail,78
4965,632574,F,East Midlands Region,Lower Than A Level,0-35,N,Withdrawn,59
4966,632578,M,Wales,Lower Than A Level,35-55,N,Pass,87
4967,632605,F,South Region,A Level or Equivalent,0-35,N,Withdrawn,1
4968,632605,F,South Region,A Level or Equivalent,0-35,N,Fail,1
4969,632618,F,East Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,77
4970,632658,F,Yorkshire Region,Lower Than A Level,0-35,N,Pass,45
4971,632682,F,North Western Region,Lower Than A Level,0-35,N,Fail,71
4972,632704,F,East Midlands Region,A Level or Equivalent,35-55,N,Pass,71
4973,632712,F,Yorkshire Region,A Level or Equivalent,0-35,N,Fail,72
4974,632752,F,East Anglian Region,A Level or Equivalent,0-35,N,Pass,78
4975,632823,F,East Anglian Region,A Level or Equivalent,35-55,N,Pass,80
4976,632847,F,East Anglian Region,Lower Than A Level,35-55,N,Withdrawn,65
4977,632869,F,South East Region,A Level or Equivalent,0-35,N,Fail,74
4978,633024,F,London Region,A Level or Equivalent,35-55,N,Pass,88
4979,633130,M,Ireland,Lower Than A Level,0-35,N,Pass,76
4980,633162,F,South West Region,A Level or Equivalent,0-35,N,Fail,59
4981,633193,F,East Midlands Region,Lower Than A Level,0-35,N,Pass,62
4982,633208,M,East Anglian Region,Lower Than A Level,0-35,N,Pass,75
4983,633212,F,Wales,Lower Than A Level,0-35,N,Pass,84
4984,633228,F,West Midlands Region,A Level or Equivalent,0-35,N,Fail,77
4985,633245,F,North Western Region,Lower Than A Level,0-35,N,Fail,80
4986,633257,M,South West Region,Lower Than A Level,35-55,N,Fail,34
4987,633378,F,North Western Region,A Level or Equivalent,0-35,N,Withdrawn,84
4988,633380,M,West Midlands Region,Lower Than A Level,0-35,N,Fail,69
4989,633386,F,Scotland,Lower Than A Level,35-55,N,Pass,77
4990,633394,F,North Western Region,A Level or Equivalent,0-35,N,Fail,80
4991,633472,M,Wales,A Level or Equivalent,0-35,N,Pass,86
4992,633491,F,Scotland,HE Qualification,0-35,N,Fail,69
4993,633499,F,West Midlands Region,HE Qualification,35-55,N,Pass,67
4994,633560,F,South West Region,A Level or Equivalent,0-35,N,Distinction,86
4995,633570,M,South East Region,A Level or Equivalent,35-55,N,Pass,87
4996,633590,F,East Anglian Region,A Level or Equivalent,0-35,N,Distinction,89
4997,633603,F,London Region,Lower Than A Level,35-55,N,Fail,64
4998,633646,F,South Region,A Level or Equivalent,35-55,N,Pass,78
4999,633650,F,South West Region,A Level or Equivalent,0-35,Y,Pass,70
5000,633669,F,East Midlands Region,A Level or Equivalent,0-35,N,Pass,76
5001,633865,F,Yorkshire Region,HE Qualification,0-35,N,Fail,70
5002,633929,F,South Region,Lower Than A Level,35-55,N,Pass,73
5003,633935,F,Ireland,Lower Than A Level,35-55,N,Pass,82
5004,634058,F,South Region,HE Qualification,0-35,N,Pass,84
5005,634075,F,West Midlands Region,A Level or Equivalent,0-35,N,Distinction,89
5006,634077,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,75
5007,634164,F,East Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,87
5008,634188,F,East Anglian Region,No Formal quals,0-35,N,Pass,68
5009,634230,F,East Anglian Region,A Level or Equivalent,35-55,N,Distinction,85
5010,634265,F,South East Region,A Level or Equivalent,0-35,N,Pass,85
5011,634280,M,West Midlands Region,HE Qualification,0-35,N,Distinction,83
5012,634286,F,London Region,HE Qualification,0-35,N,Pass,78
5013,634304,F,London Region,A Level or Equivalent,0-35,N,Pass,69
5014,634353,F,South Region,A Level or Equivalent,0-35,N,Fail,62
5015,634412,F,North Western Region,A Level or Equivalent,35-55,N,Pass,87
5016,634472,F,East Midlands Region,A Level or Equivalent,35-55,N,Distinction,92
5017,634477,F,East Anglian Region,A Level or Equivalent,35-55,N,Pass,67
5018,634481,M,East Anglian Region,A Level or Equivalent,35-55,N,Pass,82
5019,634483,F,East Anglian Region,Lower Than A Level,35-55,N,Pass,77
5020,634491,F,East Anglian Region,A Level or Equivalent,35-55,N,Pass,84
5021,634606,F,North Western Region,Lower Than A Level,0-35,N,Fail,83
5022,634715,F,Wales,HE Qualification,0-35,N,Distinction,93
5023,634833,F,South West Region,Lower Than A Level,35-55,N,Distinction,88
5024,634851,F,West Midlands Region,A Level or Equivalent,0-35,N,Distinction,94
5025,634876,F,Wales,Lower Than A Level,35-55,N,Pass,72
5026,634928,F,Wales,HE Qualification,0-35,N,Pass,71
5027,634944,F,North Region,HE Qualification,35-55,N,Pass,76
5028,634976,M,West Midlands Region,HE Qualification,35-55,N,Distinction,95
5029,635011,M,Wales,A Level or Equivalent,0-35,N,Pass,79
5030,635113,F,South Region,Lower Than A Level,0-35,N,Pass,79
5031,635122,F,South East Region,A Level or Equivalent,0-35,N,Pass,92
5032,635136,F,East Midlands Region,HE Qualification,35-55,N,Pass,83
5033,635173,F,Wales,HE Qualification,0-35,N,Distinction,81
5034,635228,F,Wales,A Level or Equivalent,0-35,N,Pass,86
5035,635230,F,Wales,A Level or Equivalent,0-35,N,Distinction,93
5036,635241,F,Wales,A Level or Equivalent,35-55,N,Pass,80
5037,635244,M,Wales,A Level or Equivalent,35-55,N,Pass,78
5038,635246,F,Wales,Lower Than A Level,0-35,N,Fail,67
5039,635247,M,Wales,HE Qualification,0-35,N,Pass,59
5040,635432,M,Wales,A Level or Equivalent,35-55,N,Fail,59
5041,635433,F,Wales,A Level or Equivalent,35-55,N,Pass,77
5042,635435,F,Wales,A Level or Equivalent,0-35,N,Pass,74
5043,635473,M,North Western Region,HE Qualification,0-35,N,Fail,100
5044,635591,F,Scotland,A Level or Equivalent,0-35,N,Pass,84
5045,635755,F,Wales,A Level or Equivalent,0-35,Y,Distinction,87
5046,635761,F,Wales,Lower Than A Level,0-35,N,Pass,67
5047,635764,M,Wales,No Formal quals,0-35,N,Pass,77
5048,635771,F,North Region,A Level or Equivalent,0-35,N,Pass,80
5049,635773,F,Wales,A Level or Equivalent,0-35,N,Pass,83
5050,635774,F,Wales,A Level or Equivalent,0-35,N,Pass,80
5051,635777,F,Wales,A Level or Equivalent,0-35,N,Withdrawn,57
5052,635777,F,Wales,A Level or Equivalent,0-35,N,Pass,57
5053,635788,F,Wales,A Level or Equivalent,35-55,N,Pass,89
5054,635793,F,Wales,Lower Than A Level,35-55,Y,Withdrawn,85
5055,1127413,F,Scotland,HE Qualification,35-55,N,Distinction,91
5056,1332999,F,Wales,Lower Than A Level,35-55,N,Distinction,86
5057,1341507,F,Scotland,HE Qualification,35-55,Y,Distinction,85
5058,1393589,F,South Region,A Level or Equivalent,35-55,N,Pass,71
5059,1406920,F,East Anglian Region,A Level or Equivalent,35-55,N,Pass,75
5060,1431750,M,West Midlands Region,A Level or Equivalent,55<=,N,Fail,47
5061,1453691,F,South East Region,A Level or Equivalent,35-55,N,Withdrawn,83
5062,1502193,F,East Midlands Region,A Level or Equivalent,35-55,N,Pass,85
5063,1525567,M,Scotland,A Level or Equivalent,35-55,N,Distinction,93
5064,1540042,F,South Region,Lower Than A Level,35-55,N,Distinction,90
5065,1559428,F,Scotland,HE Qualification,35-55,N,Fail,83
5066,1560989,F,Scotland,HE Qualification,35-55,Y,Withdrawn,69
5067,1560989,F,Scotland,HE Qualification,35-55,Y,Fail,69
5068,1611973,F,South West Region,A Level or Equivalent,35-55,N,Fail,78
5069,1624443,F,South Region,Lower Than A Level,35-55,N,Pass,87
5070,1625718,F,South West Region,A Level or Equivalent,35-55,N,Distinction,93
5071,1626021,F,London Region,Lower Than A Level,35-55,N,Pass,81
5072,1633695,F,South East Region,Lower Than A Level,35-55,N,Fail,91
5073,1719114,F,London Region,Lower Than A Level,35-55,N,Pass,84
5074,1732219,F,Scotland,Lower Than A Level,35-55,Y,Pass,78
5075,1763653,F,Yorkshire Region,A Level or Equivalent,35-55,N,Pass,90
5076,1780949,F,South East Region,A Level or Equivalent,35-55,N,Pass,83
5077,1782665,F,West Midlands Region,HE Qualification,0-35,N,Fail,85
5078,1786380,F,South East Region,A Level or Equivalent,35-55,N,Pass,88
5079,1829654,F,London Region,A Level or Equivalent,35-55,Y,Fail,57
5080,1840034,F,East Midlands Region,Lower Than A Level,35-55,Y,Pass,82
5081,1863244,F,North Western Region,A Level or Equivalent,35-55,Y,Fail,75
5082,1864697,F,East Midlands Region,A Level or Equivalent,0-35,N,Distinction,96
5083,1877634,F,Wales,HE Qualification,35-55,N,Distinction,93
5084,1932474,F,North Region,HE Qualification,35-55,N,Distinction,80
5085,1955634,F,East Anglian Region,HE Qualification,35-55,N,Pass,88
5086,1957682,F,South East Region,HE Qualification,35-55,N,Distinction,94
5087,1967937,M,South East Region,HE Qualification,35-55,N,Fail,87
5088,1969081,F,South Region,Lower Than A Level,35-55,N,Withdrawn,72
5089,2002415,F,London Region,A Level or Equivalent,35-55,N,Pass,85
5090,2080885,F,Wales,A Level or Equivalent,35-55,N,Pass,84
5091,2081955,F,Wales,HE Qualification,35-55,N,Pass,78
5092,2087747,F,Scotland,Lower Than A Level,35-55,Y,Pass,85
5093,2094350,F,Scotland,Lower Than A Level,35-55,N,Fail,85
5094,2104426,F,Wales,Lower Than A Level,35-55,N,Pass,82
5095,2108614,F,Wales,A Level or Equivalent,35-55,N,Distinction,93
5096,2133207,F,South Region,Lower Than A Level,0-35,Y,Pass,84
5097,2148859,F,East Anglian Region,Lower Than A Level,0-35,N,Pass,74
5098,2153200,F,South Region,A Level or Equivalent,35-55,N,Fail,92
5099,2164251,F,South Region,HE Qualification,0-35,N,Distinction,92
5100,2181205,F,London Region,Lower Than A Level,0-35,N,Pass,69
5101,2213424,F,Scotland,HE Qualification,35-55,N,Distinction,86
5102,2221869,F,Wales,HE Qualification,35-55,N,Fail,87
5103,2221869,F,Wales,HE Qualification,35-55,N,Withdrawn,87
5104,2230457,F,South Region,Lower Than A Level,0-35,Y,Withdrawn,57
5105,2243703,F,South West Region,Lower Than A Level,0-35,N,Pass,80
5106,2248122,F,Wales,A Level or Equivalent,35-55,N,Pass,88
5107,2266377,F,East Midlands Region,Lower Than A Level,35-55,N,Fail,77
5108,2291760,F,London Region,A Level or Equivalent,35-55,N,Pass,78
5109,2300913,F,Scotland,A Level or Equivalent,35-55,Y,Fail,73
5110,2308026,F,Wales,No Formal quals,35-55,N,Pass,70
5111,2308564,F,Ireland,A Level or Equivalent,0-35,N,Pass,90
5112,2315082,F,Ireland,Lower Than A Level,0-35,N,Withdrawn,91
5113,2317273,F,Wales,HE Qualification,35-55,N,Pass,84
5114,2334930,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,82
